Name,Surname,PESEL,Examination Date,Examination Name,Systolic Pressure,Diastolic Pressure,Body Height,Body Weight,BMI,Heart Rate
David Grimes,Cooper,83286830794,"PyQt5.QtCore.QDateTime(2018, 3, 5, 15, 21, 24)",BloodPressure,109,61,0,0,0,0
Dawn Ryan,Ross,48620353999,"PyQt5.QtCore.QDateTime(2018, 1, 16, 15, 21, 24)",BloodPressure,106,73,0,0,0,0
Bradley Hall,Foster,60506231397,"PyQt5.QtCore.QDateTime(2018, 4, 17, 15, 21, 24)",BloodPressure,108,91,0,0,0,0
Billy Brown,Miller,93783197255,"PyQt5.QtCore.QDateTime(2018, 4, 11, 15, 21, 25)",BloodPressure,103,87,0,0,0,0
Tyler Massey,Logan,60262956061,"PyQt5.QtCore.QDateTime(2018, 2, 1, 15, 21, 25)",BloodPressure,105,85,0,0,0,0
David Martinez,Barber,38876859169,"PyQt5.QtCore.QDateTime(2018, 3, 18, 15, 21, 26)",BloodPressure,101,83,0,0,0,0
Jerry Tran,Huang,74619760884,"PyQt5.QtCore.QDateTime(2018, 2, 3, 15, 21, 26)",BloodPressure,103,64,0,0,0,0
Timothy Clements,Turner,68392716244,"PyQt5.QtCore.QDateTime(2018, 1, 18, 15, 21, 27)",BloodPressure,110,82,0,0,0,0
Gina Yang,Davis,47352186744,"PyQt5.QtCore.QDateTime(2018, 1, 30, 15, 21, 27)",BloodPressure,108,89,0,0,0,0
Juan Murphy,Garcia,59333042016,"PyQt5.QtCore.QDateTime(2018, 1, 21, 15, 21, 27)",BloodPressure,105,96,0,0,0,0
Cynthia Cowan,Williamson,66563142949,"PyQt5.QtCore.QDateTime(2018, 2, 20, 15, 21, 27)",BloodPressure,103,69,0,0,0,0
Matthew Friedman,Taylor,77665122739,"PyQt5.QtCore.QDateTime(2018, 1, 16, 15, 21, 28)",BloodPressure,106,92,0,0,0,0
Barbara Smith,Wallace,11908101250,"PyQt5.QtCore.QDateTime(2018, 1, 21, 15, 21, 28)",BloodPressure,102,93,0,0,0,0
Margaret Hall,Moore,19401885820,"PyQt5.QtCore.QDateTime(2018, 2, 11, 15, 21, 28)",BloodPressure,100,90,0,0,0,0
Curtis Davis,Jones,48496571974,"PyQt5.QtCore.QDateTime(2018, 4, 19, 15, 21, 28)",BloodPressure,102,88,0,0,0,0
Michael Waller,Ortiz,86834393398,"PyQt5.QtCore.QDateTime(2018, 2, 11, 15, 21, 29)",BloodPressure,104,63,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 2, 1, 15, 21, 29)",BloodPressure,108,77,0,0,0,0
Gina Yang,Davis,47352186744,"PyQt5.QtCore.QDateTime(2018, 3, 16, 15, 21, 29)",BloodPressure,108,79,0,0,0,0
Monique Montgomery,Vazquez,76018626395,"PyQt5.QtCore.QDateTime(2018, 3, 5, 15, 21, 29)",BloodPressure,108,77,0,0,0,0
,,,"PyQt5.QtCore.QDateTime(2018, 2, 13, 15, 21, 30)",BloodPressure,100,68,0,0,0,0
Jenny Jones,Robinson,32658493659,"PyQt5.QtCore.QDateTime(2018, 2, 26, 15, 21, 30)",BloodPressure,108,89,0,0,0,0
,,,"PyQt5.QtCore.QDateTime(2018, 3, 1, 15, 21, 30)",BloodPressure,101,65,0,0,0,0
David Martinez,Barber,38876859169,"PyQt5.QtCore.QDateTime(2018, 3, 28, 15, 21, 32)",BloodPressure,101,85,0,0,0,0
Dawn Ryan,Ross,48620353999,"PyQt5.QtCore.QDateTime(2018, 4, 9, 15, 21, 32)",BloodPressure,101,61,0,0,0,0
Nicholas Haney,Acevedo,92432134161,"PyQt5.QtCore.QDateTime(2018, 1, 8, 15, 21, 32)",BloodPressure,101,73,0,0,0,0
Tyler Brown,Martinez,57178547258,"PyQt5.QtCore.QDateTime(2018, 3, 1, 15, 21, 32)",BloodPressure,104,65,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 1, 16, 15, 21, 32)",BloodPressure,101,71,0,0,0,0
Bradley Hall,Foster,60506231397,"PyQt5.QtCore.QDateTime(2018, 2, 28, 15, 21, 33)",BloodPressure,106,84,0,0,0,0
Lisa Valdez,Wilson,59015224275,"PyQt5.QtCore.QDateTime(2018, 2, 27, 15, 21, 33)",BloodPressure,101,65,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 3, 7, 15, 21, 33)",BloodPressure,102,63,0,0,0,0
Jonathan Holder,Richardson,79023073704,"PyQt5.QtCore.QDateTime(2018, 2, 5, 15, 21, 33)",BloodPressure,100,71,0,0,0,0
Timothy Orozco,Graham,62568529401,"PyQt5.QtCore.QDateTime(2018, 3, 15, 15, 21, 33)",BloodPressure,104,98,0,0,0,0
Steven Hancock,Pennington,58592896615,"PyQt5.QtCore.QDateTime(2018, 1, 12, 15, 21, 33)",BloodPressure,108,74,0,0,0,0
Barbara Smith,Wallace,11908101250,"PyQt5.QtCore.QDateTime(2018, 3, 24, 15, 21, 34)",BloodPressure,103,69,0,0,0,0
Keith Simon,Lewis,94705774895,"PyQt5.QtCore.QDateTime(2018, 3, 18, 15, 21, 35)",BloodPressure,102,71,0,0,0,0
Mr. Preston Smith III,Brooks,48143843117,"PyQt5.QtCore.QDateTime(2018, 3, 30, 15, 21, 35)",BloodPressure,105,88,0,0,0,0
Megan Meyer,Gross,76983361804,"PyQt5.QtCore.QDateTime(2018, 4, 17, 15, 21, 35)",BloodPressure,110,86,0,0,0,0
Thomas Fisher,Stokes,44862177592,"PyQt5.QtCore.QDateTime(2018, 2, 21, 15, 21, 36)",BloodPressure,101,93,0,0,0,0
Kayla Davis,Bailey,32770580060,"PyQt5.QtCore.QDateTime(2018, 4, 3, 15, 21, 36)",BloodPressure,100,70,0,0,0,0
Robert Flores,Reed,45052941770,"PyQt5.QtCore.QDateTime(2018, 2, 5, 15, 21, 36)",BloodPressure,107,97,0,0,0,0
Christopher Jackson,Morales,37714673039,"PyQt5.QtCore.QDateTime(2018, 4, 17, 15, 21, 36)",BloodPressure,106,88,0,0,0,0
Brittney Hayden,Hall,54653059578,"PyQt5.QtCore.QDateTime(2018, 3, 13, 15, 21, 36)",BloodPressure,101,80,0,0,0,0
Amanda Cummings,Garcia,54053823200,"PyQt5.QtCore.QDateTime(2018, 1, 9, 15, 21, 36)",BloodPressure,106,69,0,0,0,0
Tyler Brown,Martinez,57178547258,"PyQt5.QtCore.QDateTime(2018, 4, 6, 15, 21, 36)",BloodPressure,108,70,0,0,0,0
Paula Salas,Wiley,61798782983,"PyQt5.QtCore.QDateTime(2018, 3, 22, 15, 21, 37)",BloodPressure,105,83,0,0,0,0
Kevin Moore,Guerrero,79418854872,"PyQt5.QtCore.QDateTime(2018, 2, 2, 15, 21, 37)",BloodPressure,109,79,0,0,0,0
Nicole Washington,Hawkins,85106524905,"PyQt5.QtCore.QDateTime(2018, 2, 13, 15, 21, 37)",BloodPressure,109,87,0,0,0,0
Brandi Zavala,Dominguez,81720285123,"PyQt5.QtCore.QDateTime(2018, 3, 30, 15, 21, 37)",BloodPressure,102,97,0,0,0,0
Margaret Hall,Moore,19401885820,"PyQt5.QtCore.QDateTime(2018, 4, 3, 15, 21, 37)",BloodPressure,101,70,0,0,0,0
Jerry Tran,Huang,74619760884,"PyQt5.QtCore.QDateTime(2018, 4, 12, 15, 21, 38)",BloodPressure,108,97,0,0,0,0
Hannah Torres,Santiago,38934406174,"PyQt5.QtCore.QDateTime(2018, 2, 20, 15, 21, 38)",BloodPressure,105,68,0,0,0,0
Michael Waller,Ortiz,86834393398,"PyQt5.QtCore.QDateTime(2018, 1, 16, 15, 21, 38)",BloodPressure,107,85,0,0,0,0
Jerry Tran,Huang,74619760884,"PyQt5.QtCore.QDateTime(2018, 1, 30, 15, 21, 38)",BloodPressure,104,86,0,0,0,0
Keith Simon,Lewis,94705774895,"PyQt5.QtCore.QDateTime(2018, 4, 11, 15, 21, 38)",BloodPressure,110,81,0,0,0,0
Taylor Garner,Torres,29599976948,"PyQt5.QtCore.QDateTime(2018, 3, 24, 15, 21, 39)",BloodPressure,102,92,0,0,0,0
Melanie Gibbs,Henderson,39243663032,"PyQt5.QtCore.QDateTime(2018, 3, 3, 15, 21, 39)",BloodPressure,100,76,0,0,0,0
Benjamin Parks,Cardenas,72148391132,"PyQt5.QtCore.QDateTime(2018, 3, 13, 15, 21, 39)",BloodPressure,107,80,0,0,0,0
Nicole Washington,Hawkins,85106524905,"PyQt5.QtCore.QDateTime(2018, 3, 3, 15, 21, 39)",BloodPressure,101,82,0,0,0,0
Paula Stewart,Becker,36582710042,"PyQt5.QtCore.QDateTime(2018, 2, 2, 15, 21, 39)",BloodPressure,106,90,0,0,0,0
Thomas Fisher,Stokes,44862177592,"PyQt5.QtCore.QDateTime(2018, 2, 9, 15, 21, 40)",BloodPressure,102,93,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 11, 15, 21, 40)",BloodPressure,110,86,0,0,0,0
David Grimes,Cooper,83286830794,"PyQt5.QtCore.QDateTime(2018, 2, 17, 15, 21, 40)",BloodPressure,103,100,0,0,0,0
Matthew Parker,Davis,64551270953,"PyQt5.QtCore.QDateTime(2018, 4, 5, 15, 21, 40)",BloodPressure,106,83,0,0,0,0
Suzanne Crawford,Moore,96021821403,"PyQt5.QtCore.QDateTime(2018, 2, 20, 15, 21, 40)",BloodPressure,101,93,0,0,0,0
Timothy Clements,Turner,68392716244,"PyQt5.QtCore.QDateTime(2018, 1, 24, 15, 21, 41)",BloodPressure,105,79,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 4, 2, 15, 21, 41)",BloodPressure,104,93,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 4, 12, 15, 21, 41)",BloodPressure,107,76,0,0,0,0
Frank Hobbs,Garza,98095318706,"PyQt5.QtCore.QDateTime(2018, 4, 4, 15, 21, 42)",BloodPressure,104,86,0,0,0,0
David Martinez,Barber,38876859169,"PyQt5.QtCore.QDateTime(2018, 2, 5, 15, 21, 42)",BloodPressure,108,72,0,0,0,0
Pamela Carroll,Flores,99078282774,"PyQt5.QtCore.QDateTime(2018, 4, 16, 15, 21, 42)",BloodPressure,110,97,0,0,0,0
Matthew Parker,Davis,64551270953,"PyQt5.QtCore.QDateTime(2018, 1, 31, 15, 21, 43)",BloodPressure,101,66,0,0,0,0
Paul Moore,Gonzales,65957022551,"PyQt5.QtCore.QDateTime(2018, 2, 16, 15, 21, 43)",BloodPressure,101,76,0,0,0,0
Andrea Reed,Owens,95342353240,"PyQt5.QtCore.QDateTime(2018, 2, 26, 15, 21, 43)",BloodPressure,108,75,0,0,0,0
Jessica Gray,Miller,12479093758,"PyQt5.QtCore.QDateTime(2018, 4, 4, 15, 21, 44)",BloodPressure,110,81,0,0,0,0
Thomas Odom,Lopez,38980372398,"PyQt5.QtCore.QDateTime(2018, 3, 19, 15, 21, 45)",BloodPressure,110,86,0,0,0,0
Jennifer Young,Ellison,78282818381,"PyQt5.QtCore.QDateTime(2018, 2, 10, 15, 21, 46)",BloodPressure,107,68,0,0,0,0
Kevin Moore,Guerrero,79418854872,"PyQt5.QtCore.QDateTime(2018, 3, 13, 15, 21, 46)",BloodPressure,107,78,0,0,0,0
Thomas Odom,Lopez,38980372398,"PyQt5.QtCore.QDateTime(2018, 2, 1, 15, 21, 46)",BloodPressure,103,65,0,0,0,0
Nicole Washington,Hawkins,85106524905,"PyQt5.QtCore.QDateTime(2018, 4, 10, 15, 21, 46)",BloodPressure,110,77,0,0,0,0
Jamie Hawkins,Robles,39160710218,"PyQt5.QtCore.QDateTime(2018, 2, 23, 15, 21, 46)",BloodPressure,106,93,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 4, 14, 15, 21, 46)",BloodPressure,102,93,0,0,0,0
Tyler Massey,Logan,60262956061,"PyQt5.QtCore.QDateTime(2018, 2, 24, 15, 21, 47)",BloodPressure,110,73,0,0,0,0
Joseph Decker,Ferrell,36828656867,"PyQt5.QtCore.QDateTime(2018, 1, 28, 15, 21, 47)",BloodPressure,110,85,0,0,0,0
Amanda Cummings,Garcia,54053823200,"PyQt5.QtCore.QDateTime(2018, 4, 2, 15, 21, 47)",BloodPressure,104,66,0,0,0,0
Curtis Davis,Jones,48496571974,"PyQt5.QtCore.QDateTime(2018, 4, 2, 15, 21, 48)",BloodPressure,110,62,0,0,0,0
Laura Tucker,Roberts,14549583221,"PyQt5.QtCore.QDateTime(2018, 4, 19, 15, 21, 48)",BloodPressure,108,60,0,0,0,0
Kaylee Mclean,Hill,69096604033,"PyQt5.QtCore.QDateTime(2018, 2, 18, 15, 21, 48)",BloodPressure,103,93,0,0,0,0
Emily Garcia,Abbott,33261153220,"PyQt5.QtCore.QDateTime(2018, 2, 25, 15, 21, 48)",BloodPressure,105,75,0,0,0,0
Mrs. Sabrina Clark DDS,Burch,88866843706,"PyQt5.QtCore.QDateTime(2018, 3, 5, 15, 21, 49)",BloodPressure,110,83,0,0,0,0
Barbara Smith,Wallace,11908101250,"PyQt5.QtCore.QDateTime(2018, 2, 6, 15, 21, 49)",BloodPressure,103,69,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 2, 22, 15, 21, 50)",BloodPressure,100,81,0,0,0,0
Paul Moore,Gonzales,65957022551,"PyQt5.QtCore.QDateTime(2018, 2, 2, 15, 21, 50)",BloodPressure,109,94,0,0,0,0
Victor Weaver,Lee,19292408869,"PyQt5.QtCore.QDateTime(2018, 2, 5, 15, 21, 50)",BloodPressure,104,86,0,0,0,0
Bryan Collier,Lynch,13449305083,"PyQt5.QtCore.QDateTime(2018, 4, 3, 15, 21, 51)",BloodPressure,108,95,0,0,0,0
Megan Meyer,Gross,76983361804,"PyQt5.QtCore.QDateTime(2018, 1, 15, 15, 21, 51)",BloodPressure,107,97,0,0,0,0
Rachel Taylor DDS,Meyer,57381470616,"PyQt5.QtCore.QDateTime(2018, 2, 25, 15, 21, 51)",BloodPressure,105,86,0,0,0,0
Laura Tucker,Roberts,14549583221,"PyQt5.QtCore.QDateTime(2018, 1, 16, 15, 21, 51)",BloodPressure,106,60,0,0,0,0
Daniel Padilla,Shea,33880701532,"PyQt5.QtCore.QDateTime(2018, 4, 13, 15, 21, 52)",BloodPressure,104,79,0,0,0,0
Erica Watson,Pearson,11153575720,"PyQt5.QtCore.QDateTime(2018, 3, 1, 15, 21, 52)",BloodPressure,102,83,0,0,0,0
Frank Hobbs,Garza,98095318706,"PyQt5.QtCore.QDateTime(2018, 4, 19, 15, 21, 52)",BloodPressure,109,60,0,0,0,0
Melissa Cruz,Galvan,48782050138,"PyQt5.QtCore.QDateTime(2018, 2, 20, 15, 21, 52)",BloodPressure,110,71,0,0,0,0
Tammy Harris,Bishop,20997498817,"PyQt5.QtCore.QDateTime(2018, 1, 9, 15, 21, 52)",BloodPressure,103,67,0,0,0,0
Amanda Cummings,Garcia,54053823200,"PyQt5.QtCore.QDateTime(2018, 1, 16, 15, 21, 52)",BloodPressure,108,83,0,0,0,0
Timothy Clements,Turner,68392716244,"PyQt5.QtCore.QDateTime(2018, 1, 16, 15, 21, 52)",BloodPressure,108,89,0,0,0,0
Cynthia Cowan,Williamson,66563142949,"PyQt5.QtCore.QDateTime(2018, 2, 19, 15, 21, 53)",BloodPressure,103,89,0,0,0,0
Paul Moore,Gonzales,65957022551,"PyQt5.QtCore.QDateTime(2018, 2, 6, 15, 21, 53)",BloodPressure,102,90,0,0,0,0
Erica Watson,Pearson,11153575720,"PyQt5.QtCore.QDateTime(2018, 3, 20, 15, 21, 53)",BloodPressure,108,89,0,0,0,0
David Martinez,Barber,38876859169,"PyQt5.QtCore.QDateTime(2018, 1, 9, 15, 21, 53)",BloodPressure,104,100,0,0,0,0
Nicole Washington,Hawkins,85106524905,"PyQt5.QtCore.QDateTime(2018, 3, 2, 15, 21, 53)",BloodPressure,109,68,0,0,0,0
Benjamin Parks,Cardenas,72148391132,"PyQt5.QtCore.QDateTime(2018, 2, 28, 15, 21, 53)",BloodPressure,101,63,0,0,0,0
Christopher Jackson,Morales,37714673039,"PyQt5.QtCore.QDateTime(2018, 4, 2, 15, 21, 54)",BloodPressure,108,64,0,0,0,0
Juan Murphy,Garcia,59333042016,"PyQt5.QtCore.QDateTime(2018, 1, 27, 15, 21, 54)",BloodPressure,109,100,0,0,0,0
Scott Allen,Huber,83957739516,"PyQt5.QtCore.QDateTime(2018, 4, 15, 15, 21, 54)",BloodPressure,102,74,0,0,0,0
Ariana Stanley,Rogers,14690811761,"PyQt5.QtCore.QDateTime(2018, 4, 19, 15, 21, 54)",BloodPressure,104,93,0,0,0,0
Brittney Hayden,Hall,54653059578,"PyQt5.QtCore.QDateTime(2018, 1, 19, 15, 21, 54)",BloodPressure,103,67,0,0,0,0
Frank Hobbs,Garza,98095318706,"PyQt5.QtCore.QDateTime(2018, 2, 14, 15, 21, 54)",BloodPressure,108,72,0,0,0,0
Paul Moore,Gonzales,65957022551,"PyQt5.QtCore.QDateTime(2018, 2, 17, 15, 21, 55)",BloodPressure,100,91,0,0,0,0
Melissa Cruz,Galvan,48782050138,"PyQt5.QtCore.QDateTime(2018, 4, 14, 15, 21, 55)",BloodPressure,104,79,0,0,0,0
Matthew Parker,Davis,64551270953,"PyQt5.QtCore.QDateTime(2018, 2, 12, 15, 21, 56)",BloodPressure,109,65,0,0,0,0
William Solomon,Gilmore,11284870687,"PyQt5.QtCore.QDateTime(2018, 3, 26, 15, 21, 56)",BloodPressure,100,88,0,0,0,0
James Reynolds,Rodriguez,15736013445,"PyQt5.QtCore.QDateTime(2018, 3, 19, 15, 21, 56)",BloodPressure,109,96,0,0,0,0
Bradley Hall,Foster,60506231397,"PyQt5.QtCore.QDateTime(2018, 3, 14, 15, 21, 56)",BloodPressure,110,62,0,0,0,0
Thomas Fisher,Stokes,44862177592,"PyQt5.QtCore.QDateTime(2018, 4, 10, 15, 21, 56)",BloodPressure,103,73,0,0,0,0
Melanie Gibbs,Henderson,39243663032,"PyQt5.QtCore.QDateTime(2018, 3, 2, 15, 21, 57)",BloodPressure,108,89,0,0,0,0
Cynthia Cowan,Williamson,66563142949,"PyQt5.QtCore.QDateTime(2018, 3, 22, 15, 21, 57)",BloodPressure,109,70,0,0,0,0
Melissa Cruz,Galvan,48782050138,"PyQt5.QtCore.QDateTime(2018, 3, 13, 15, 21, 58)",BloodPressure,104,95,0,0,0,0
Jamie Hawkins,Robles,39160710218,"PyQt5.QtCore.QDateTime(2018, 2, 25, 15, 21, 58)",BloodPressure,100,80,0,0,0,0
Justin Hogan,Smith,19743573002,"PyQt5.QtCore.QDateTime(2018, 1, 15, 15, 21, 58)",BloodPressure,108,73,0,0,0,0
Ms. Sharon Fernandez,Nunez,62416853816,"PyQt5.QtCore.QDateTime(2018, 3, 12, 15, 21, 58)",BloodPressure,100,83,0,0,0,0
Melanie Gibbs,Henderson,39243663032,"PyQt5.QtCore.QDateTime(2018, 3, 15, 15, 21, 58)",BloodPressure,107,100,0,0,0,0
Steven Hancock,Pennington,58592896615,"PyQt5.QtCore.QDateTime(2018, 2, 3, 15, 21, 59)",BloodPressure,100,85,0,0,0,0
Paula Salas,Wiley,61798782983,"PyQt5.QtCore.QDateTime(2018, 1, 25, 15, 21, 59)",BloodPressure,109,81,0,0,0,0
Timothy Orozco,Graham,62568529401,"PyQt5.QtCore.QDateTime(2018, 1, 11, 15, 21, 59)",BloodPressure,110,92,0,0,0,0
Tony Shah,Welch,64556105048,"PyQt5.QtCore.QDateTime(2018, 2, 4, 15, 21, 59)",BloodPressure,103,90,0,0,0,0
Curtis Davis,Jones,48496571974,"PyQt5.QtCore.QDateTime(2018, 2, 28, 15, 21, 59)",BloodPressure,101,90,0,0,0,0
Cynthia Bowman,Crosby,20786917225,"PyQt5.QtCore.QDateTime(2018, 2, 17, 15, 21, 59)",BloodPressure,105,73,0,0,0,0
Robert Flores,Reed,45052941770,"PyQt5.QtCore.QDateTime(2018, 1, 31, 15, 22)",BloodPressure,101,84,0,0,0,0
Gina Yang,Davis,47352186744,"PyQt5.QtCore.QDateTime(2018, 2, 22, 15, 22)",BloodPressure,106,95,0,0,0,0
Rick Cowan,King,32920367557,"PyQt5.QtCore.QDateTime(2018, 1, 9, 15, 22)",BloodPressure,104,69,0,0,0,0
Jennifer Young,Ellison,78282818381,"PyQt5.QtCore.QDateTime(2018, 2, 7, 15, 22)",BloodPressure,108,89,0,0,0,0
Jamie Hawkins,Robles,39160710218,"PyQt5.QtCore.QDateTime(2018, 3, 1, 15, 22, 1)",BloodPressure,107,83,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 3, 5, 15, 22, 1)",BloodPressure,101,90,0,0,0,0
Frank Christian,Martin,14649697228,"PyQt5.QtCore.QDateTime(2018, 3, 27, 15, 22, 1)",BloodPressure,100,91,0,0,0,0
Steven Hancock,Pennington,58592896615,"PyQt5.QtCore.QDateTime(2018, 3, 30, 15, 22, 1)",BloodPressure,107,96,0,0,0,0
Jerry Tran,Huang,74619760884,"PyQt5.QtCore.QDateTime(2018, 4, 9, 15, 22, 1)",BloodPressure,109,84,0,0,0,0
Emily Garcia,Abbott,33261153220,"PyQt5.QtCore.QDateTime(2018, 2, 16, 15, 22, 2)",BloodPressure,106,66,0,0,0,0
Matthew Parker,Davis,64551270953,"PyQt5.QtCore.QDateTime(2018, 3, 1, 15, 22, 2)",BloodPressure,104,88,0,0,0,0
Brittney Hayden,Hall,54653059578,"PyQt5.QtCore.QDateTime(2018, 2, 26, 15, 22, 3)",BloodPressure,103,71,0,0,0,0
Jenny Jones,Robinson,32658493659,"PyQt5.QtCore.QDateTime(2018, 3, 30, 15, 22, 3)",BloodPressure,110,97,0,0,0,0
Ariana Stanley,Rogers,14690811761,"PyQt5.QtCore.QDateTime(2018, 4, 15, 15, 22, 3)",BloodPressure,101,78,0,0,0,0
Nicole Washington,Hawkins,85106524905,"PyQt5.QtCore.QDateTime(2018, 2, 15, 15, 22, 4)",BloodPressure,109,73,0,0,0,0
Christopher Jackson,Morales,37714673039,"PyQt5.QtCore.QDateTime(2018, 3, 8, 15, 22, 4)",BloodPressure,101,64,0,0,0,0
Nicholas Haney,Acevedo,92432134161,"PyQt5.QtCore.QDateTime(2018, 1, 19, 15, 22, 4)",BloodPressure,108,81,0,0,0,0
Barbara Smith,Wallace,11908101250,"PyQt5.QtCore.QDateTime(2018, 3, 16, 15, 22, 5)",BloodPressure,107,67,0,0,0,0
Emily Garcia,Abbott,33261153220,"PyQt5.QtCore.QDateTime(2018, 1, 9, 15, 22, 5)",BloodPressure,106,73,0,0,0,0
Suzanne Crawford,Moore,96021821403,"PyQt5.QtCore.QDateTime(2018, 1, 22, 15, 22, 5)",BloodPressure,108,77,0,0,0,0
Ms. Sharon Fernandez,Nunez,62416853816,"PyQt5.QtCore.QDateTime(2018, 1, 30, 15, 22, 5)",BloodPressure,108,94,0,0,0,0
Erica Watson,Pearson,11153575720,"PyQt5.QtCore.QDateTime(2018, 2, 28, 15, 22, 5)",BloodPressure,100,83,0,0,0,0
Timothy Clements,Turner,68392716244,"PyQt5.QtCore.QDateTime(2018, 1, 12, 15, 22, 6)",BloodPressure,101,72,0,0,0,0
Timothy Clements,Turner,68392716244,"PyQt5.QtCore.QDateTime(2018, 1, 20, 15, 22, 6)",BloodPressure,105,78,0,0,0,0
Marcus Daniel,Bond,45225712565,"PyQt5.QtCore.QDateTime(2018, 2, 28, 15, 22, 6)",BloodPressure,105,99,0,0,0,0
Justin Hogan,Smith,19743573002,"PyQt5.QtCore.QDateTime(2018, 3, 2, 15, 22, 6)",BloodPressure,100,88,0,0,0,0
Barbara Smith,Wallace,11908101250,"PyQt5.QtCore.QDateTime(2018, 3, 30, 15, 22, 7)",BloodPressure,109,77,0,0,0,0
Beth Duran,May,50636162310,"PyQt5.QtCore.QDateTime(2018, 4, 10, 15, 22, 7)",BloodPressure,107,90,0,0,0,0
Amanda Cummings,Garcia,54053823200,"PyQt5.QtCore.QDateTime(2018, 2, 6, 15, 22, 7)",BloodPressure,108,69,0,0,0,0
Barbara Smith,Wallace,11908101250,"PyQt5.QtCore.QDateTime(2018, 4, 14, 15, 22, 7)",BloodPressure,107,66,0,0,0,0
Thomas Fisher,Stokes,44862177592,"PyQt5.QtCore.QDateTime(2018, 2, 14, 15, 22, 8)",BloodPressure,110,76,0,0,0,0
Craig Hernandez,Reed,10313741432,"PyQt5.QtCore.QDateTime(2018, 1, 20, 15, 22, 9)",BloodPressure,102,90,0,0,0,0
Marcus Daniel,Bond,45225712565,"PyQt5.QtCore.QDateTime(2018, 4, 1, 15, 22, 9)",BloodPressure,102,95,0,0,0,0
Jenny Jones,Robinson,32658493659,"PyQt5.QtCore.QDateTime(2018, 4, 18, 15, 22, 10)",BloodPressure,100,99,0,0,0,0
Billy Brown,Miller,93783197255,"PyQt5.QtCore.QDateTime(2018, 1, 29, 15, 22, 10)",BloodPressure,108,78,0,0,0,0
Pamela Carroll,Flores,99078282774,"PyQt5.QtCore.QDateTime(2018, 3, 2, 15, 22, 11)",BloodPressure,109,90,0,0,0,0
Andrea Reed,Owens,95342353240,"PyQt5.QtCore.QDateTime(2018, 1, 24, 15, 22, 11)",BloodPressure,110,63,0,0,0,0
Amber Scott,Mahoney,32051772543,"PyQt5.QtCore.QDateTime(2018, 3, 30, 15, 22, 12)",BloodPressure,103,100,0,0,0,0
Robert Gonzalez,Ryan,84707380746,"PyQt5.QtCore.QDateTime(2018, 1, 30, 15, 22, 13)",BloodPressure,110,82,0,0,0,0
Megan Meyer,Gross,76983361804,"PyQt5.QtCore.QDateTime(2018, 2, 19, 15, 22, 13)",BloodPressure,102,91,0,0,0,0
Frank Hobbs,Garza,98095318706,"PyQt5.QtCore.QDateTime(2018, 1, 17, 15, 22, 13)",BloodPressure,110,95,0,0,0,0
Brandi Zavala,Dominguez,81720285123,"PyQt5.QtCore.QDateTime(2018, 3, 20, 15, 22, 13)",BloodPressure,110,91,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 3, 24, 15, 22, 13)",BloodPressure,102,96,0,0,0,0
John Morgan,Pham,58879398754,"PyQt5.QtCore.QDateTime(2018, 2, 19, 15, 22, 13)",BloodPressure,101,85,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 2, 4, 15, 22, 14)",BloodPressure,101,95,0,0,0,0
Jonathan Holder,Richardson,79023073704,"PyQt5.QtCore.QDateTime(2018, 1, 10, 15, 22, 14)",BloodPressure,110,81,0,0,0,0
Hannah Torres,Santiago,38934406174,"PyQt5.QtCore.QDateTime(2018, 2, 24, 15, 22, 14)",BloodPressure,104,66,0,0,0,0
Anne Walker,Lee,50273596204,"PyQt5.QtCore.QDateTime(2018, 2, 1, 15, 22, 14)",BloodPressure,109,76,0,0,0,0
Jenny Jones,Robinson,32658493659,"PyQt5.QtCore.QDateTime(2018, 3, 13, 15, 22, 15)",BloodPressure,104,74,0,0,0,0
David Parker,Torres,90587952272,"PyQt5.QtCore.QDateTime(2018, 2, 24, 15, 22, 15)",BloodPressure,102,67,0,0,0,0
Justin Hogan,Smith,19743573002,"PyQt5.QtCore.QDateTime(2018, 1, 17, 15, 22, 15)",BloodPressure,103,81,0,0,0,0
Jerry Tran,Huang,74619760884,"PyQt5.QtCore.QDateTime(2018, 2, 19, 15, 22, 16)",BloodPressure,101,96,0,0,0,0
